Образцы ->,MSI-1,MSI-1_Output,MSI-2,MSI-2_Output,MSI-3,MSI-3_Output,MSI-4,MSI-4_Output,MSI-5,MSI-5_Output,MSI-6,MSI-6_Output,MSI-7,MSI-7_Output,MSI-8,MSI-8_Output,MSI-9,MSI-9_Output,MSI-10,MSI-10_Output,MSI-11,MSI-11_Output,MSI-12,MSI-12_Output,MSS-1,MSS-2,MSS-3,MSS-4,MSS-5,MSS-6,MSS-7,MSS-8,MSS-9,MSS-10,MSS-11,MSS-12,MSS-13,MSS-14,MSS-15,MSS-16
22(T),0.0004529278551,,0.00808710581,,0.0009229349331,,0.006039477561,,0.0002836718484,,9.87e-05,,0.002316877562,,0.0006814155272,,0.004430639931,,0.001621994242,,0.0009925268566,,0.0002529404325,,0.004437869822,0.007358953393,0.0008385744235,0.0,0.0008908685969,0.01618705036,0.02750611247,0.005574136009,0.0,0.003770739065,0.0001777145904,0.01066772027,0.0,0.006646971935,0.0,0.003573555688
23(T),0.0001294079586,,0.0006325110689,,8.39e-05,,0.0001964057743,,0.0001134687394,,0.0,,0.0001188142339,,0.0,,0.0004110903028,,0.0002432991363,,0.0,,0.0,,0.0,0.001635322976,0.0,0.0,0.0,0.002943100065,0.001222493888,0.0,0.0,0.0,0.0,0.002765705255,0.0,0.0,0.0,0.0
24(T),0.0001294079586,,4.52e-05,,0.0,,4.91e-05,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.84e-05,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0006540222368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25(T),0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26(T),0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27(T),0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28(T),0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29(T),0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,STR11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10(T),0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11(T),0, Shapiro-Wilk Test Statistic (test data): 0.7042427659034729.   P-value: 4.3936634028796107e-05.  Reject null hypothesis: Data is not normally distributed for the test sample.  Shapiro-Wilk Test Statistic (control data): 0.4977995753288269.   P-value: 3.03650779187592e-07.  Reject null hypothesis: Data is not normally distributed for the control. ,0.000542103361, Shapiro-Wilk Test Statistic (test data): 0.737319827079773.   P-value: 0.00011533215001691133.  Reject null hypothesis: Data is not normally distributed for the test sample.  Shapiro-Wilk Test Statistic (control data): 0.4977995753288269.   P-value: 3.03650779187592e-07.  Reject null hypothesis: Data is not normally distributed for the control. ,0.0, Shapiro-Wilk Test Statistic (test data): 0.606934666633606.   P-value: 3.4772053822962334e-06.  Reject null hypothesis: Data is not normally distributed for the test sample.  Shapiro-Wilk Test Statistic (control data): 0.4977995753288269.   P-value: 3.03650779187592e-07.  Reject null hypothesis: Data is not normally distributed for the control. ,0.0, Shapiro-Wilk Test Statistic (test data): 0.5082529783248901.   P-value: 3.7782118056384206e-07.  Reject null hypothesis: Data is not normally distributed for the test sample.  Shapiro-Wilk Test Statistic (control data): 0.4977995753288269.   P-value: 3.03650779187592e-07.  Reject null hypothesis: Data is not normally distributed for the control. ,0.0002595717067, Shapiro-Wilk Test Statistic (test data): 0.696997344493866.   P-value: 3.5842644138028845e-05.  Reject null hypothesis: Data is not normally distributed for the test sample.  Shapiro-Wilk Test Statistic (control data): 0.4977995753288269.   P-value: 3.03650779187592e-07.  Reject null hypothesis: Data is not normally distributed for the control. ,0.0, Shapiro-Wilk Test Statistic (test data): 0.7239187955856323.   P-value: 7.744264439679682e-05.  Reject null hypothesis: Data is not normally distributed for the test sample.  Shapiro-Wilk Test Statistic (control data): 0.4977995753288269.   P-value: 3.03650779187592e-07.  Reject null hypothesis: Data is not normally distributed for the control. ,0.0, Shapiro-Wilk Test Statistic (test data): 0.6675799489021301.   P-value: 1.609751780051738e-05.  Reject null hypothesis: Data is not normally distributed for the test sample.  Shapiro-Wilk Test Statistic (control data): 0.4977995753288269.   P-value: 3.03650779187592e-07.  Reject null hypothesis: Data is not normally distributed for the control. ,0.0003542330854, Shapiro-Wilk Test Statistic (test data): 0.6930696964263916.   P-value: 3.213245508959517e-05.  Reject null hypothesis: Data is not normally distributed for the test sample.  Shapiro-Wilk Test Statistic (control data): 0.4977995753288269.   P-value: 3.03650779187592e-07.  Reject null hypothesis: Data is not normally distributed for the control. ,0.0, Shapiro-Wilk Test Statistic (test data): 0.595463752746582.   P-value: 2.6436784992256435e-06.  Reject null hypothesis: Data is not normally distributed for the test sample.  Shapiro-Wilk Test Statistic (control data): 0.4977995753288269.   P-value: 3.03650779187592e-07.  Reject null hypothesis: Data is not normally distributed for the control. ,0.0005983246909, Shapiro-Wilk Test Statistic (test data): 0.7596235275268555.   P-value: 0.00022915985027793795.  Reject null hypothesis: Data is not normally distributed for the test sample.  Shapiro-Wilk Test Statistic (control data): 0.4977995753288269.   P-value: 3.03650779187592e-07.  Reject null hypothesis: Data is not normally distributed for the control. ,0.0, Shapiro-Wilk Test Statistic (test data): 0.49903661012649536.   P-value: 3.1155946089711506e-07.  Reject null hypothesis: Data is not normally distributed for the test sample.  Shapiro-Wilk Test Statistic (control data): 0.4977995753288269.   P-value: 3.03650779187592e-07.  Reject null hypothesis: Data is not normally distributed for the control. ,0.000618716164, Shapiro-Wilk Test Statistic (test data): 0.6230881214141846.   P-value: 5.156450242793653e-06.  Reject null hypothesis: Data is not normally distributed for the test sample.  Shapiro-Wilk Test Statistic (control data): 0.4977995753288269.   P-value: 3.03650779187592e-07.  Reject null hypothesis: Data is not normally distributed for the control. ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12(T),0.00107584723, Wilcoxon rank-sum test: 182.0.  P-value:0.626738290669344.  Cannot reject null hypothesis: The distributions are similar. ,0.001987712324, Wilcoxon rank-sum test: 161.5.  P-value:0.2973994538580832.  Cannot reject null hypothesis: The distributions are similar. ,0.0, Wilcoxon rank-sum test: 192.0.  P-value:0.8348898054792828.  Cannot reject null hypothesis: The distributions are similar. ,0.0, Wilcoxon rank-sum test: 208.0.  P-value:0.832796143387482.  Cannot reject null hypothesis: The distributions are similar. ,0.0007787151201, Wilcoxon rank-sum test: 176.5.  P-value:0.5248608740891116.  Cannot reject null hypothesis: The distributions are similar. ,0.0009109542246, Wilcoxon rank-sum test: 180.0.  P-value:0.5878671302423767.  Cannot reject null hypothesis: The distributions are similar. ,0.0, Wilcoxon rank-sum test: 186.0.  P-value:0.7075389996193275.  Cannot reject null hypothesis: The distributions are similar. ,0.005844845909, Wilcoxon rank-sum test: 173.5.  P-value:0.4722362561888833.  Cannot reject null hypothesis: The distributions are similar. ,0.0003459010723, Wilcoxon rank-sum test: 177.5.  P-value:0.5430389890149674.  Cannot reject null hypothesis: The distributions are similar. ,0.003889110491, Wilcoxon rank-sum test: 169.5.  P-value:0.4068802399324163.  Cannot reject null hypothesis: The distributions are similar. ,0.0, Wilcoxon rank-sum test: 203.5.  P-value:0.933160307569034.  Cannot reject null hypothesis: The distributions are similar. ,0.004331013148, Wilcoxon rank-sum test: 161.0.  P-value:0.28926786538081817.  Cannot reject null hypothesis: The distributions are similar. ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13(T),0.003227541689, Kolmogorov-Smirnov Statistic: 0.15.   P-value: 0.9831368772656193.  Cannot reject null hypothesis: The distributions are similar.,0.01264907842, Kolmogorov-Smirnov Statistic: 0.2.   P-value: 0.8319696107963263.  Cannot reject null hypothesis: The distributions are similar.,0.0003819709702, Kolmogorov-Smirnov Statistic: 0.1.   P-value: 0.9999923931635496.  Cannot reject null hypothesis: The distributions are similar.,0.0, Kolmogorov-Smirnov Statistic: 0.15.   P-value: 0.9831368772656193.  Cannot reject null hypothesis: The distributions are similar.,0.007916937054, Kolmogorov-Smirnov Statistic: 0.2.   P-value: 0.8319696107963263.  Cannot reject null hypothesis: The distributions are similar.,0.006262810294, Kolmogorov-Smirnov Statistic: 0.2.   P-value: 0.8319696107963263.  Cannot reject null hypothesis: The distributions are similar.,0.002209226771, Kolmogorov-Smirnov Statistic: 0.15.   P-value: 0.9831368772656193.  Cannot reject null hypothesis: The distributions are similar.,0.04684732554, Kolmogorov-Smirnov Statistic: 0.25.   P-value: 0.571336004933722.  Cannot reject null hypothesis: The distributions are similar.,0.001556554825, Kolmogorov-Smirnov Statistic: 0.15.   P-value: 0.9831368772656193.  Cannot reject null hypothesis: The distributions are similar.,0.02502991623, Kolmogorov-Smirnov Statistic: 0.25.   P-value: 0.571336004933722.  Cannot reject null hypothesis: The distributions are similar.,0.0, Kolmogorov-Smirnov Statistic: 0.1.   P-value: 0.9999923931635496.  Cannot reject null hypothesis: The distributions are similar.,0.02482598608, Kolmogorov-Smirnov Statistic: 0.25.   P-value: 0.571336004933722.  Cannot reject null hypothesis: The distributions are similar.,0.0,0.001519756839,0.0,0.0,0.001072386059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001647446458,0.0,0.0
14(T),0.0157790927,One Class SVM ML. The new data point is an outlier (anomaly),0.05655945067,One Class SVM ML. The new data point is an outlier (anomaly),0.003055767762,One Class SVM ML. The new data point is an outlier (anomaly),0.0002303616678,One Class SVM ML. The new data point is an outlier (anomaly),0.02972096042,One Class SVM ML. The new data point is an outlier (anomaly),0.02288772489,One Class SVM ML. The new data point is an outlier (anomaly),0.005068226121,One Class SVM ML. The new data point is an outlier (anomaly),0.1509918526,One Class SVM ML. The new data point is an outlier (anomaly),0.007090971982,One Class SVM ML. The new data point is an outlier (anomaly),0.1007179896,One Class SVM ML. The new data point is an outlier (anomaly),0.0003359650596,One Class SVM ML. The new data point is an outlier (anomaly),0.07710750193,One Class SVM ML. The new data point is an outlier (anomaly),0.001047120419,0.003039513678,0.0,0.0,0.001072386059,0.0,0.0,0.001789709172,0.002865329513,0.0,0.0006299212598,0.001306335728,0.0,0.0004118616145,0.002781641168,0.0
15(T),0.05199928277,,0.09920491507,,0.008498854087,,0.003455425017,,0.1112264763,,0.07834206331,,0.02586094867,,0.1859723698,,0.02265652024,,0.1506781013,,0.001847807828,,0.02057231245,,0.001047120419,0.007598784195,0.002394636015,0.002226345083,0.001072386059,0.0009914077991,0.002355019135,0.001789709172,0.001432664756,0.004199720019,0.0009448818898,0.001306335728,0.0,0.001647446458,0.002781641168,0.001838235294
16(T),0.1212121212,,0.145645103,,0.03284950344,,0.008293020041,,0.2041531473,,0.1598724664,,0.06705653021,,0.03427205101,,0.05231753718,,0.1186677304,,0.003863598186,,0.03201856148,,0.004188481675,0.01139817629,0.005268199234,0.007421150278,0.005361930295,0.00363516193,0.007359434795,0.0008948545861,0.006446991404,0.004666355576,0.005354330709,0.002612671457,0.003584229391,0.007001647446,0.005563282337,0.003216911765
17(T),0.1603012372,,0.05357788218,,0.08107333843,,0.01865929509,,0.1260220636,,0.09200637668,,0.1230669266,,0.01602904711,,0.04479418886,,0.117471081,,0.01898202587,,0.05931941222,,0.01570680628,0.03875379939,0.0153256705,0.01669758813,0.02037533512,0.01553205552,0.01206947306,0.01744966443,0.01074498567,0.01446570229,0.01700787402,0.02286087524,0.01075268817,0.01482701812,0.01947148818,0.01286764706
18(T),0.07154384077,,0.04869895193,,0.1526928953,,0.0730246487,,0.1910447761,,0.13880665,,0.1303443795,,0.04064824655,,0.09088550675,,0.04976067012,,0.07172854023,,0.05931941222,,0.06282722513,0.1284194529,0.06034482759,0.05083487941,0.04879356568,0.0717118308,0.05799234619,0.0581655481,0.06446991404,0.05132991134,0.04850393701,0.07446113651,0.06272401434,0.04777594728,0.0611961057,0.06066176471
19(T),0.1237224314,,0.1172750271,,0.1841100076,,0.2182676803,,0.08695652174,,0.1234342974,,0.1503573749,,0.1081296493,,0.1809062608,,0.08974870363,,0.2319838737,,0.1744779582,,0.2010471204,0.2720364742,0.191091954,0.1866419295,0.1903485255,0.181097158,0.1548425081,0.1749440716,0.1905444126,0.178254783,0.1902362205,0.1998693664,0.188172043,0.1882207578,0.1835883171,0.1709558824
20(T),0.2194728349,,0.2097036502,,0.2860962567,,0.365468786,,0.07579493835,,0.1818492371,,0.249382716,,0.2060750974,,0.3097544102,,0.1650378939,,0.3737611288,,0.294508894,,0.335078534,0.1968085106,0.3362068966,0.3276437848,0.3050938338,0.3037012558,0.3352958493,0.3194630872,0.303008596,0.3345776948,0.3351181102,0.3291966035,0.3512544803,0.3006589786,0.3004172462,0.3304227941
21(T),0.05038551192,,0.05683050235,,0.05853705118,,0.09030177378,,0.01713173264,,0.04030972444,,0.05107212476,,0.04684732554,,0.07929782082,,0.03589948145,,0.08919872333,,0.06736272235,,0.06230366492,0.04787234043,0.06609195402,0.07087198516,0.07560321716,0.07766027759,0.06888430969,0.06979865772,0.08954154728,0.06486234251,0.06708661417,0.06596995428,0.04659498208,0.07825370675,0.09040333797,0.06571691176
22(T),0.007172314865,,0.008764004337,,0.008212375859,,0.01831375259,,0.001687216093,,0.007743110909,,0.01078622482,,0.006818986893,,0.01513317191,,0.005983246909,,0.01360658492,,0.01020881671,,0.0109947644,0.008358662614,0.01101532567,0.007050092764,0.01286863271,0.01520158625,0.01118634089,0.008948545861,0.0100286533,0.01026598227,0.01007874016,0.008491182234,0.01075268817,0.01070840198,0.008344923505,0.01654411765
23(T),0.0008965393581,,0.001355258403,,0.0007639419404,,0.002764340014,,0.0001297858533,,0.0009109542246,,0.001689408707,,0.0005313496281,,0.001988931166,,0.0002991623454,,0.003359650596,,0.0006960556845,,0.002617801047,0.001519756839,0.0009578544061,0.004081632653,0.001072386059,0.0006609385327,0.0008831321754,0.0,0.004297994269,0.0009332711153,0.0,0.003919007185,0.003584229391,0.0004118616145,0.004172461752,0.0
24(T),0,,0.0001807011203,,0.0003819709702,,0.0,,0.0,,0.0,,0.0001299545159,,0.0,,0.0004323763404,,0.0,,0.0006719301193,,0.0002320185615,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003149606299,0.0,0.0,0.0,0.0,0.0
25(T),0,,0.0001807011203,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009332711153,0.0,0.0,0.0,0.0,0.0,0.0
26(T),0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27(T),0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28(T),0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29(T),0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,STR12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11(A),0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12(A),0.0002319109462, Shapiro-Wilk Test Statistic (test data): 0.6769461035728455.   P-value: 2.067906279989984e-05.  Reject null hypothesis: Data is not normally distributed for the test sample.  Shapiro-Wilk Test Statistic (control data): 0.5016607046127319.   P-value: 3.290688823653909e-07.  Reject null hypothesis: Data is not normally distributed for the control. ,0.0, Shapiro-Wilk Test Statistic (test data): 0.6926724910736084.   P-value: 3.178067345288582e-05.  Reject null hypothesis: Data is not normally distributed for the test sample.  Shapiro-Wilk Test Statistic (control data): 0.5016607046127319.   P-value: 3.290688823653909e-07.  Reject null hypothesis: Data is not normally distributed for the control. ,0.0, Shapiro-Wilk Test Statistic (test data): 0.5732419490814209.   P-value: 1.5747457382531138e-06.  Reject null hypothesis: Data is not normally distributed for the test sample.  Shapiro-Wilk Test Statistic (control data): 0.5016607046127319.   P-value: 3.290688823653909e-07.  Reject null hypothesis: Data is not normally distributed for the control. ,0.0, Shapiro-Wilk Test Statistic (test data): 0.491666316986084.   P-value: 2.6746027970148134e-07.  Reject null hypothesis: Data is not normally distributed for the test sample.  Shapiro-Wilk Test Statistic (control data): 0.5016607046127319.   P-value: 3.290688823653909e-07.  Reject null hypothesis: Data is not normally distributed for the control. ,0.0002385211688, Shapiro-Wilk Test Statistic (test data): 0.5793913006782532.   P-value: 1.8145091189580853e-06.  Reject null hypothesis: Data is not normally distributed for the test sample.  Shapiro-Wilk Test Statistic (control data): 0.5016607046127319.   P-value: 3.290688823653909e-07.  Reject null hypothesis: Data is not normally distributed for the control. ,0.0003671745915, Shapiro-Wilk Test Statistic (test data): 0.6903863549232483.   P-value: 2.9833980079274625e-05.  Reject null hypothesis: Data is not normally distributed for the test sample.  Shapiro-Wilk Test Statistic (control data): 0.5016607046127319.   P-value: 3.290688823653909e-07.  Reject null hypothesis: Data is not normally distributed for the control. ,0.0002037282265, Shapiro-Wilk Test Statistic (test data): 0.6908856630325317.   P-value: 3.0248076654970646e-05.  Reject null hypothesis: Data is not normally distributed for the test sample.  Shapiro-Wilk Test Statistic (control data): 0.5016607046127319.   P-value: 3.290688823653909e-07.  Reject null hypothesis: Data is not normally distributed for the control. ,0.0002835069814, Shapiro-Wilk Test Statistic (test data): 0.7368810772895813.   P-value: 0.00011381911463104188.  Reject null hypothesis: Data is not normally distributed for the test sample.  Shapiro-Wilk Test Statistic (control data): 0.5016607046127319.   P-value: 3.290688823653909e-07.  Reject null hypothesis: Data is not normally distributed for the control. ,0.0, Shapiro-Wilk Test Statistic (test data): 0.6584292650222778.   P-value: 1.2651254110096488e-05.  Reject null hypothesis: Data is not normally distributed for the test sample.  Shapiro-Wilk Test Statistic (control data): 0.5016607046127319.   P-value: 3.290688823653909e-07.  Reject null hypothesis: Data is not normally distributed for the control. ,0.0001678697331, Shapiro-Wilk Test Statistic (test data): 0.7025472521781921.   P-value: 4.1882220102706924e-05.  Reject null hypothesis: Data is not normally distributed for the test sample.  Shapiro-Wilk Test Statistic (control data): 0.5016607046127319.   P-value: 3.290688823653909e-07.  Reject null hypothesis: Data is not normally distributed for the control. ,0.0, Shapiro-Wilk Test Statistic (test data): 0.5479512214660645.   P-value: 8.903136290427938e-07.  Reject null hypothesis: Data is not normally distributed for the test sample.  Shapiro-Wilk Test Statistic (control data): 0.5016607046127319.   P-value: 3.290688823653909e-07.  Reject null hypothesis: Data is not normally distributed for the control. ,0.0, Shapiro-Wilk Test Statistic (test data): 0.5665513873100281.   P-value: 1.3515982573153451e-06.  Reject null hypothesis: Data is not normally distributed for the test sample.  Shapiro-Wilk Test Statistic (control data): 0.5016607046127319.   P-value: 3.290688823653909e-07.  Reject null hypothesis: Data is not normally distributed for the control. ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13(A),0, Wilcoxon rank-sum test: 168.0.  P-value:0.3858217196098095.  Cannot reject null hypothesis: The distributions are similar. ,0.0, Wilcoxon rank-sum test: 159.0.  P-value:0.26494473041613187.  Cannot reject null hypothesis: The distributions are similar. ,0.0002721829069, Wilcoxon rank-sum test: 193.5.  P-value:0.8667888468118883.  Cannot reject null hypothesis: The distributions are similar. ,0.0, Wilcoxon rank-sum test: 195.5.  P-value:0.910943754251615.  Cannot reject null hypothesis: The distributions are similar. ,0.0002385211688, Wilcoxon rank-sum test: 165.0.  P-value:0.3423016287914431.  Cannot reject null hypothesis: The distributions are similar. ,0.0003671745915, Wilcoxon rank-sum test: 155.5.  P-value:0.22758044319799464.  Cannot reject null hypothesis: The distributions are similar. ,0.0008149129062, Wilcoxon rank-sum test: 163.0.  P-value:0.3150753178721154.  Cannot reject null hypothesis: The distributions are similar. ,0.003472960522, Wilcoxon rank-sum test: 161.0.  P-value:0.2892912859170582.  Cannot reject null hypothesis: The distributions are similar. ,0.0, Wilcoxon rank-sum test: 163.0.  P-value:0.3150753178721154.  Cannot reject null hypothesis: The distributions are similar. ,0.0008393486654, Wilcoxon rank-sum test: 163.0.  P-value:0.315051815808866.  Cannot reject null hypothesis: The distributions are similar. ,0.0, Wilcoxon rank-sum test: 184.5.  P-value:0.6783331601785452.  Cannot reject null hypothesis: The distributions are similar. ,0.0, Wilcoxon rank-sum test: 197.0.  P-value:0.943894523558751.  Cannot reject null hypothesis: The distributions are similar. ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14(A),0.0004638218924, Kolmogorov-Smirnov Statistic: 0.25.   P-value: 0.571336004933722.  Cannot reject null hypothesis: The distributions are similar.,0.001914875098, Kolmogorov-Smirnov Statistic: 0.2.   P-value: 0.8319696107963263.  Cannot reject null hypothesis: The distributions are similar.,0.0, Kolmogorov-Smirnov Statistic: 0.1.   P-value: 0.9999923931635496.  Cannot reject null hypothesis: The distributions are similar.,0.001994017946, Kolmogorov-Smirnov Statistic: 0.15.   P-value: 0.9831368772656193.  Cannot reject null hypothesis: The distributions are similar.,0.003100775194, Kolmogorov-Smirnov Statistic: 0.2.   P-value: 0.8319696107963263.  Cannot reject null hypothesis: The distributions are similar.,0.002386634845, Kolmogorov-Smirnov Statistic: 0.25.   P-value: 0.571336004933722.  Cannot reject null hypothesis: The distributions are similar.,0.007334216156, Kolmogorov-Smirnov Statistic: 0.2.   P-value: 0.8319696107963263.  Cannot reject null hypothesis: The distributions are similar.,0.01764830959, Kolmogorov-Smirnov Statistic: 0.25.   P-value: 0.571336004933722.  Cannot reject null hypothesis: The distributions are similar.,0.0003235198965, Kolmogorov-Smirnov Statistic: 0.2.   P-value: 0.8319696107963263.  Cannot reject null hypothesis: The distributions are similar.,0.005455766325, Kolmogorov-Smirnov Statistic: 0.2.   P-value: 0.8319696107963263.  Cannot reject null hypothesis: The distributions are similar.,0.0002731867231, Kolmogorov-Smirnov Statistic: 0.2.   P-value: 0.8319696107963263.  Cannot reject null hypothesis: The distributions are similar.,0.001204093919, Kolmogorov-Smirnov Statistic: 0.2.   P-value: 0.8319696107963263.  Cannot reject null hypothesis: The distributions are similar.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007993605116,0.0,0.0,0.0009624639076,0.0
15(A),0.008580705009,One Class SVM ML. The new data point is an outlier (anomaly),0.01453564279,One Class SVM ML. The new data point is an outlier (anomaly),0.0004082743604,One Class SVM ML. The new data point is an outlier (anomaly),0.0,One Class SVM ML. The new data point is an outlier (anomaly),0.01705426357,One Class SVM ML. The new data point is an outlier (anomaly),0.01505415825,One Class SVM ML. The new data point is an outlier (anomaly),0.03952327595,One Class SVM ML. The new data point is an outlier (anomaly),0.07279041746,One Class SVM ML. The new data point is an outlier (anomaly),0.003720478809,One Class SVM ML. The new data point is an outlier (anomaly),0.02836998489,One Class SVM ML. The new data point is an outlier (anomaly),0.0008195601694,One Class SVM ML. The new data point is an outlier (anomaly),0.01204093919,One Class SVM ML. The new data point is an outlier (anomaly),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001924927815,0.001333333333
16(A),0.04070037106,,0.04830707633,,0.004354926511,,0.001994017946,,0.0908765653,,0.06544887094,,0.1057349496,,0.1470692466,,0.02199935296,,0.1153265066,,0.003005053954,,0.06803130644,,0.0,0.0,0.0,0.0,0.0009842519685,0.001845585974,0.001349527665,0.001350438893,0.002325581395,0.001663893511,0.002361275089,0.002398081535,0.0,0.0,0.001924927815,0.001333333333
17(A),0.1448283859,,0.1130646706,,0.01633097441,,0.006480558325,,0.2785927251,,0.161097852,,0.03768972191,,0.1560705932,,0.05782918149,,0.1914554306,,0.009015161863,,0.1180012041,,0.004032258065,0.007132667618,0.004481434059,0.0008230452675,0.004921259843,0.008305136881,0.0,0.00742741391,0.002325581395,0.003327787022,0.005903187721,0.002398081535,0.003384094755,0.005347593583,0.01058710298,0.005333333333
18(A),0.2575371058,,0.08616937941,,0.06981491562,,0.02193419741,,0.2986285033,,0.2286579769,,0.07222165631,,0.04288043093,,0.03849886768,,0.1706395837,,0.04999317033,,0.01204093919,,0.02419354839,0.02567760342,0.0185659411,0.01069958848,0.02854330709,0.01999384805,0.02024291498,0.02228224173,0.01627906977,0.01747088186,0.01918536009,0.02557953637,0.01015228426,0.01298701299,0.0250240616,0.016
19(A),0.07977736549,,0.09435111846,,0.1824986391,,0.0593220339,,0.06070363745,,0.06379658528,,0.09972496689,,0.0844142037,,0.0778065351,,0.05346650999,,0.1572189592,,0.06201083685,,0.08064516129,0.09629101284,0.06081946223,0.07325102881,0.06545275591,0.07136265764,0.05330634278,0.06009453072,0.05639534884,0.06655574043,0.08913813459,0.08193445244,0.06091370558,0.0718105424,0.0500481232,0.05
20(A),0.1144480519,,0.1574549569,,0.2589820359,,0.2487537388,,0.05235539654,,0.1162107582,,0.1652235917,,0.20121908,,0.1252830799,,0.1054221924,,0.3616992214,,0.1438892234,,0.2137096774,0.2068473609,0.2016645327,0.2041152263,0.1855314961,0.2051676407,0.1909581646,0.1978392978,0.2011627907,0.1672212978,0.2063164109,0.1918465228,0.1725888325,0.1779984721,0.1828681424,0.2133333333
21(A),0.2000231911,,0.2735660197,,0.2985846489,,0.4307078764,,0.08360166965,,0.1969891683,,0.274320057,,0.1430292721,,0.2692494338,,0.1876783616,,0.2346673952,,0.3841059603,,0.2943548387,0.3002853067,0.3329065301,0.3135802469,0.3464566929,0.3165179945,0.3117408907,0.3342336259,0.3488372093,0.3510815308,0.3007674144,0.3197442046,0.3485617597,0.3559969442,0.2974013474,0.3333333333
